Age,PlayTimeHours,InGamePurchases,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel,Gender_Female,Gender_Male,Location_Asia,Location_Europe,Location_Other,Location_USA,GameGenre_Action,GameGenre_RPG,GameGenre_Simulation,GameGenre_Sports,GameGenre_Strategy,GameDifficulty_Easy,GameDifficulty_Hard,GameDifficulty_Medium
39,15.908553676721636,0,2,155,47,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
31,16.28007380484793,0,10,60,67,22,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
25,21.796768830150054,0,11,148,19,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1
41,14.19658868882074,1,16,133,76,18,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0
31,21.208002253971017,0,7,131,91,34,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
16,1.565579102891805,1,4,56,69,38,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
32,0.7543814661219646,0,15,158,97,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0
18,3.0495655115624998,0,0,165,36,36,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
20,2.8861998865261222,0,17,174,13,46,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1
33,10.164950227021668,0,4,85,86,41,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
16,15.863846849177612,0,5,111,72,13,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
33,3.318934145406481,0,5,124,42,26,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
19,21.148592062654103,0,2,24,15,28,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
49,22.212907952253865,0,15,100,81,43,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0
29,18.498429064027043,1,8,37,78,32,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
22,22.643643952216948,0,11,165,40,49,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1
38,4.177906276900863,0,8,106,13,33,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
16,23.671826691824094,0,18,179,57,31,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1
39,23.700001475324783,0,19,122,3,30,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0
35,19.0009897347131,0,17,68,71,5,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
30,21.1590427331486,1,17,92,81,23,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0
36,7.85328889661085,0,11,151,81,44,2,0,1,0,1,0,0,0,0,0,1,0,0,1,0
21,17.792653174594996,0,8,82,15,30,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
48,9.33835789079862,0,13,119,24,36,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
26,15.787905593603544,1,7,63,48,43,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
19,7.82549272404655,1,1,22,8,31,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
42,14.261962957696523,0,10,101,29,6,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
33,21.971897293559408,0,0,41,31,47,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1
24,21.8363955485665,1,16,128,28,32,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1
45,9.09183626081694,0,0,173,53,27,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
42,11.494979718025164,0,16,100,21,28,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0
36,18.607593391291324,0,0,172,82,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
30,13.168385713720102,0,2,53,35,24,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
19,13.423330110590271,1,4,35,55,38,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1
23,20.229267931102903,0,9,163,93,36,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0
47,21.37573714456904,0,11,179,14,14,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0
41,18.129350995985536,1,11,159,90,8,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0
24,16.3836327821342,0,12,133,71,36,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0
48,10.559383333430072,0,7,60,79,18,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
16,5.436551997095175,0,10,162,99,22,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0
25,12.11315144377227,1,4,154,85,45,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
47,5.983384923584804,0,13,29,25,47,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
19,17.439191438404375,0,7,126,41,34,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
17,20.748207885830745,0,17,153,74,7,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
34,2.603337410892636,1,18,105,10,20,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0
19,16.17837993904186,0,16,177,26,39,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0
39,0.9403450075417012,0,0,167,60,11,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
17,16.47059917373643,1,13,31,76,49,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
17,13.310055767464018,0,17,96,92,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1
16,12.610892818217144,1,19,149,11,8,2,0,1,0,1,0,0,0,0,1,0,0,0,0,1
30,9.129423193951826,1,17,176,60,49,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0
24,14.154551132981677,0,12,62,32,29,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
23,21.37189584695667,0,3,162,61,31,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
46,2.577543363373466,0,8,57,87,36,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
18,13.502637097802255,0,9,31,89,44,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
19,0.6974085324413446,0,1,79,22,37,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
47,12.38038920365447,0,1,120,85,32,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
40,4.511580637566198,0,16,112,6,32,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0
27,14.53111979577072,0,13,157,71,21,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0
22,22.578811935665467,1,16,110,77,48,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0
37,12.242283035779288,0,9,150,5,12,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
17,7.185917308042223,0,3,76,86,42,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
38,22.08538357950193,0,5,144,76,10,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
43,10.391228823403615,0,16,164,19,46,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1
35,12.782653838367242,0,13,20,59,49,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
29,10.69082398876566,0,13,118,77,28,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0
19,19.73226360180293,0,13,173,21,47,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0
36,8.691551509249148,1,5,178,23,32,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
27,13.04913486498181,0,1,125,66,11,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
48,15.31931716767965,1,15,44,25,46,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
29,22.868895065354373,0,0,24,95,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
47,5.677622342650448,0,5,57,29,43,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
35,7.8342856248722,0,13,16,87,35,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
35,18.62241804792887,0,17,124,23,27,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1
33,15.047202136340912,0,11,92,39,43,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
40,7.819486386974748,0,3,36,55,21,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
23,2.3440782959213067,0,10,57,3,28,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
46,11.26888713011178,0,17,160,44,19,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1
27,17.46797045380563,0,18,107,6,12,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
21,20.09560636783003,0,18,68,68,11,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
47,17.658160235568765,0,12,73,25,9,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
33,13.836604578887194,0,0,19,67,28,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1
41,23.20511445578945,1,11,138,66,45,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
36,1.1513303393635643,0,17,60,21,34,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
21,18.54500347912597,0,12,151,40,8,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0
33,22.60225988227616,0,2,45,25,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
24,15.254114365775749,0,6,177,68,29,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
29,14.324228972699425,0,2,51,9,8,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
17,21.17276640881203,1,1,149,86,11,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
31,22.186496035425005,0,12,175,23,28,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1
32,14.172228652969448,0,17,109,58,35,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0
27,2.41829639111458,0,12,174,22,12,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0
24,2.926143799807435,0,6,128,98,44,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
18,5.564918101116127,0,5,44,28,8,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
39,12.29965360383829,0,18,47,12,6,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
22,23.31471535127996,1,0,114,90,36,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
42,2.1180459743382016,0,12,169,40,47,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0
48,18.53004853663882,0,3,10,79,35,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
18,1.7581959399962637,0,13,38,77,7,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
46,22.936782197570736,0,17,14,1,6,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
27,18.50156860471328,0,19,23,3,20,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
31,4.322007993174979,0,3,17,26,48,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
41,3.5184099879945663,0,13,138,71,32,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0
17,8.358126386838146,1,11,166,30,30,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1
48,2.0182241152774525,0,2,57,64,18,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
24,22.87195840524542,0,13,24,35,32,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0
35,1.9789896266933749,0,15,21,16,6,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
41,21.69908174747539,0,19,129,40,9,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1
21,22.73655557358428,0,1,32,29,22,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
28,4.777863697364093,1,5,126,80,15,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
27,6.327294946043317,0,3,84,49,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
16,0.7931077810788585,1,14,127,61,19,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1
28,18.54087144054483,1,13,161,82,35,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0
22,11.27726507409421,0,15,148,26,48,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1
16,11.56663252099533,1,0,168,57,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
17,16.37453388778822,0,14,118,37,19,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0
40,23.88831132284333,0,18,140,38,40,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0
40,4.493625590298337,0,2,56,48,11,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
41,21.88356411734808,0,2,88,27,31,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
21,0.5582664599201896,0,0,78,83,10,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
28,11.698896703828918,0,15,13,31,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
17,19.24296292127973,0,14,144,41,29,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1
15,10.496769629470576,0,18,139,82,41,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0
30,15.97520669422984,1,14,89,7,22,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
18,10.180888745493965,0,13,48,9,36,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
22,13.36360609267435,0,1,17,79,22,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
24,12.179714088655995,0,9,80,85,16,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1
48,13.415765492793028,0,18,107,87,48,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0
47,16.98077625572738,0,6,11,4,21,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
27,14.551342992181482,0,3,78,83,12,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
20,2.31302938679998,0,19,144,55,36,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0
36,0.4997700716707953,0,14,44,97,15,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
17,14.983268836219894,0,3,157,59,38,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
32,2.0417278715911227,0,12,111,46,28,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
15,20.969552720180843,1,11,145,87,18,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1
47,8.760714543908373,0,3,70,18,22,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
29,19.61459916786264,0,6,22,99,31,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
25,13.834449781478988,0,7,150,4,26,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
45,2.9321320295556106,0,16,168,14,5,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
18,16.176135577933245,0,2,145,26,14,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
48,19.216494885917577,0,3,146,22,32,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
32,5.038267797632069,0,18,130,62,46,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0
43,7.875732307217341,1,4,78,11,24,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
21,15.785297748377502,0,13,161,51,13,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1
19,2.227695153094153,1,19,103,21,41,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0
23,22.466595800600537,0,17,138,38,33,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0
16,11.5800378522547,0,0,120,95,23,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
21,9.753679415460605,0,19,169,66,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,1
15,19.110741942408826,1,1,13,69,21,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
28,12.600295103458825,0,3,175,4,48,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1
36,11.088447331280952,0,15,145,51,6,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0
19,20.2872696781884,1,14,51,19,35,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
40,1.8312455743519247,0,9,139,27,8,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
41,13.675387591680218,0,7,109,63,11,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
20,3.842953188070773,0,16,45,79,2,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0
48,13.93099895785426,1,1,116,54,27,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
43,10.079943459078422,0,0,46,53,41,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
16,20.904301492186526,0,3,124,9,23,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
40,21.42363061583308,0,13,62,69,2,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
36,9.25636730371152,1,17,18,86,35,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
20,15.746275705304216,0,17,110,77,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1
46,2.0263884693001204,1,14,110,1,1,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0
45,4.978488408231715,0,4,170,47,6,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
24,10.166235493293495,0,18,38,28,24,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
34,23.694529839448183,0,16,176,61,47,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0
47,18.59008682691921,0,16,111,83,47,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0
28,1.2273922500241383,0,7,90,67,34,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
43,15.269362878089597,0,16,167,90,25,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0
33,18.90535610841325,0,3,24,38,15,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
48,15.626968336138413,0,19,169,71,21,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0
18,21.20793088585654,0,14,124,60,39,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1
41,3.265054408681218,0,13,109,66,24,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0
19,23.64954410714617,0,15,57,76,20,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
44,21.81951978897393,0,1,173,54,8,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
46,13.064230503634375,0,8,173,39,36,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0
29,19.595160122178264,0,3,127,59,45,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
43,20.63061423227338,0,12,143,43,43,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1
20,21.913622865157084,0,9,29,19,8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
23,12.839869468291376,0,8,74,95,39,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
37,8.496665152744537,0,5,174,86,23,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
35,19.883932599597426,0,19,174,85,21,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1
15,6.133272521071408,0,2,92,82,47,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
41,5.563723412194112,0,2,39,53,6,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
48,2.5218438038541606,0,14,85,42,26,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
15,15.339184128914049,1,11,75,35,29,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
20,4.845783165017989,0,2,47,37,43,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
40,20.958062896861883,0,7,133,39,34,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
30,0.097365948806078,0,0,127,77,30,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
25,21.61129801620408,0,3,156,65,16,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
22,19.314965300573085,0,5,76,43,48,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
47,22.908701411540758,0,0,153,25,12,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
47,5.62428510863867,0,8,88,88,27,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
31,17.02068423608823,1,6,37,94,16,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
46,10.825598338043754,0,12,142,24,18,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1
37,2.507258039934883,0,4,151,34,40,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0
39,5.895760945834602,0,1,168,25,36,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
28,22.858065667813804,0,16,106,69,7,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
35,13.0495721110241,0,13,112,9,41,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1
23,21.39363937416264,0,1,29,24,37,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
18,6.312345327180353,1,7,21,63,39,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
47,4.457032819094667,1,7,69,28,17,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
16,5.963762800203866,1,17,103,24,10,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1
35,6.810146636074458,0,0,30,70,29,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
34,20.4920689733084,1,5,177,77,27,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
49,16.18424273967175,0,15,142,11,49,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0
18,10.221866092261635,1,14,175,27,29,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0
46,1.8917300032966609,1,13,161,85,28,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0
47,16.115151768396107,0,18,94,26,34,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0
47,3.303077376985464,0,7,29,44,5,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1
43,4.496852968411159,0,14,147,31,0,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0
32,20.80419351463775,0,4,152,20,7,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
19,13.952058453583907,0,14,170,49,17,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1
30,7.589533630084752,0,9,48,59,23,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
25,23.8468103850388,0,14,154,64,23,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
18,7.697595769927888,0,8,104,88,23,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
39,22.353675230902383,0,3,54,37,41,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
49,23.44802649760185,0,1,51,49,6,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
36,23.810441883044767,0,5,151,55,32,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
29,3.2207089919457417,0,1,94,39,38,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
40,8.265579453494421,1,4,60,80,49,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
22,21.07640148167875,0,18,18,75,10,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
30,21.83900422550287,0,6,94,52,38,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
18,1.3673521349810596,0,11,14,71,41,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
17,0.4402572954693591,0,2,73,81,5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
33,13.567536493565116,1,11,16,46,39,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
48,22.370838618617302,0,17,101,35,17,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1
39,23.24489568084791,0,12,140,7,13,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1
37,13.274918039996756,0,12,132,74,8,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0
18,7.669843444402402,0,7,140,82,26,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0
48,7.876589951725896,0,11,61,66,47,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
34,3.935601317342516,0,0,89,14,24,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
16,3.658025119297727,0,14,152,91,17,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0
15,13.235290485784256,0,19,71,66,12,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
42,11.956394670850033,0,10,91,90,33,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0
20,9.670868638082204,0,11,87,47,16,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
33,19.82616231992529,1,5,165,15,5,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1
43,11.848806967331273,1,17,172,17,16,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1
35,14.376692567228524,0,7,141,18,15,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
34,3.942115207333652,0,2,129,59,23,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
27,21.940642459084327,0,1,98,74,49,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
27,7.214790942552248,1,8,162,85,44,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0
23,9.445789431373733,1,17,115,81,36,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0
25,14.748797360489387,0,19,93,19,36,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0
22,15.609670033751662,0,13,94,7,8,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
19,5.79894470939284,1,4,38,74,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
21,23.331228240916293,0,16,28,44,22,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
37,6.286563289858744,0,2,55,89,16,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
27,12.607014084368952,0,17,65,66,15,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
43,2.277276384306621,0,16,128,85,20,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0
33,22.627113302985062,0,2,34,8,23,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
42,12.460951308306072,0,6,58,50,39,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
29,15.973762574875895,0,1,69,81,14,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
17,13.035407687474509,0,6,162,34,46,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
47,20.296980143765136,0,10,57,76,10,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1
34,19.271115283094478,0,19,138,31,32,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0
19,1.1826736706658414,1,15,168,13,13,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0
22,21.9264596616068,0,15,65,89,9,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
19,12.841412949684544,0,17,104,96,30,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0
44,12.76941857055574,0,10,118,79,12,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
15,5.500144303712722,1,8,54,67,27,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
36,8.849568475471786,0,12,125,56,25,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0
24,0.930059585760242,0,17,175,30,33,2,0,1,0,1,0,0,0,0,0,1,0,0,1,0
15,8.214096152757957,0,9,55,61,26,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
26,8.36048403974092,1,6,106,32,41,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
20,5.113908758021584,0,18,91,17,18,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0
27,22.48405214061964,1,16,162,16,8,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0
23,10.196242984400076,0,14,138,33,48,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0
37,14.852933890831462,1,3,82,7,47,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
40,10.824879604774017,0,3,102,17,19,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
41,16.9519982086768,1,15,78,68,21,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
22,19.637081771721142,1,11,36,58,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0
28,21.90168171821398,1,13,149,6,23,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1
45,5.790674065705257,0,7,100,42,21,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
31,14.255821849882144,0,5,19,24,18,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
32,11.858428496243963,0,16,87,6,36,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
